
---------- Begin Simulation Statistics ----------
simSeconds                                   0.039593                       # Number of seconds simulated (Second)
simTicks                                  39593165000                       # Number of ticks simulated (Tick)
finalTick                                 39593165000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    314.06                       # Real time elapsed on the host (Second)
hostTickRate                                126069611                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     740764                       # Number of bytes of host memory used (Byte)
simInsts                                     63529318                       # Number of instructions simulated (Count)
simOps                                       71623450                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   202285                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     228058                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         39593166                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.623227                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.604553                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       100690357                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     5573                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       81754609                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  26709                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             29072479                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          98825721                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  39                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            39541018                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.067590                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.817245                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8726907     22.07%     22.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   9330634     23.60%     45.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8214098     20.77%     66.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   4782708     12.10%     78.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4111286     10.40%     88.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2072905      5.24%     94.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1574474      3.98%     98.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    432906      1.09%     99.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    295100      0.75%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              39541018                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  709897     87.93%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     87.93% # attempts to use FU when none available (Count)
