
---------- Begin Simulation Statistics ----------
simSeconds                                   0.039565                       # Number of seconds simulated (Second)
simTicks                                  39565216000                       # Number of ticks simulated (Tick)
finalTick                                 39565216000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    326.64                       # Real time elapsed on the host (Second)
hostTickRate                                121126419                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     742812                       # Number of bytes of host memory used (Byte)
simInsts                                     63529318                       # Number of instructions simulated (Count)
simOps                                       71623450                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   194491                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     219270                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         39565217                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.622787                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.605686                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       100691633                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     5575                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       81755688                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  26737                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             29073757                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          98829243                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  41                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            39526645                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.068369                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.817310                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8714568     22.05%     22.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   9328900     23.60%     45.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   8213657     20.78%     66.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   4781608     12.10%     78.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4111412     10.40%     88.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2073438      5.25%     94.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1574975      3.98%     98.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    432734      1.09%     99.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    295353      0.75%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              39526645                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  709958     87.93%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     87.93% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                     0      0.00%     87.93% # attempts to use FU when none available (Count)
